Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy	Classification
55	Spectrogram 1	1	2429.283750000	2430.711750000	34.0	120.0	1.0000	bdf
56	Spectrogram 1	1	2511.036750000	2512.439250000	34.0	120.0	0.6909	bdf
57	Spectrogram 1	1	2519.553750000	2520.930750000	34.0	120.0	0.8333	bdf
58	Spectrogram 1	1	2527.815750000	2529.192750000	34.0	120.0	0.7407	bdf
59	Spectrogram 1	1	2712.359250000	2716.005750000	34.0	120.0	0.8881	
60	Spectrogram 1	1	2716.286250000	2717.561250000	34.0	120.0	0.8400	
61	Spectrogram 1	1	2759.916750000	2761.319250000	34.0	120.0	1.0000	
62	Spectrogram 1	1	2761.599750000	2764.965750000	34.0	120.0	1.0000	
63	Spectrogram 1	1	2850.824250000	2852.022750000	34.0	120.0	0.8723	bdf
64	Spectrogram 1	1	2937.167250000	2938.263750000	34.0	120.0	1.0000	
65	Spectrogram 1	1	2939.462250000	2943.465750000	34.0	120.0	1.0000	bdf
66	Spectrogram 1	1	3002.651250000	3009.536250000	34.0	120.0	1.0000	bdf
67	Spectrogram 1	1	3043.782750000	3047.429250000	34.0	120.0	1.0000	bdf
68	Spectrogram 1	1	3055.130250000	3057.119250000	34.0	120.0	1.0000	bdf
69	Spectrogram 1	1	3113.474250000	3115.029750000	34.0	120.0	0.8852	bdf
70	Spectrogram 1	1	3121.175250000	3123.189750000	34.0	120.0	0.7215	bdf
71	Spectrogram 1	1	3272.517750000	3278.612250000	34.0	120.0	1.0000	bdf
72	Spectrogram 1	1	3282.615750000	3284.120250000	34.0	120.0	0.7966	bdf
73	Spectrogram 1	1	3342.311250000	3345.957750000	34.0	120.0	0.9091	bdf
74	Spectrogram 1	1	3379.566750000	3380.969250000	34.0	120.0	1.0000	bdf
75	Spectrogram 1	1	3386.375250000	3390.327750000	34.0	120.0	1.0000	
76	Spectrogram 1	1	3396.753750000	3401.777250000	34.0	120.0	1.0000	bdf
77	Spectrogram 1	1	3442.730250000	3448.314750000	34.0	120.0	1.0000	bdf
78	Spectrogram 1	1	3453.695250000	3459.432750000	34.0	120.0	1.0000	bdt
79	Spectrogram 1	1	3504.950250000	3506.633250000	34.0	120.0	1.0000	bdf
80	Spectrogram 1	1	3516.170250000	3517.674750000	34.0	120.0	1.0000	
81	Spectrogram 1	1	3519.536250000	3521.321250000	34.0	120.0	1.0000	bdf
82	Spectrogram 1	1	3525.834750000	3529.455750000	34.0	120.0	1.0000	bdt
83	Spectrogram 1	1	3529.914750000	3531.062250000	34.0	120.0	1.0000	
84	Spectrogram 1	1	3534.989250000	3536.723250000	34.0	120.0	0.9118	
85	Spectrogram 1	1	3623.805750000	3625.667250000	34.0	120.0	0.9452	bdf
86	Spectrogram 1	1	3634.974750000	3637.473750000	34.0	120.0	1.0000	bdt
87	Spectrogram 1	1	3672.051750000	3675.800250000	34.0	120.0	0.9592	
88	Spectrogram 1	1	3686.204250000	3687.326250000	34.0	120.0	1.0000	
89	Spectrogram 1	1	3718.818750000	3722.567250000	34.0	120.0	0.9592	bdf
90	Spectrogram 1	1	3732.180750000	3733.302750000	34.0	120.0	1.0000	bdf
91	Spectrogram 1	1	3773.516250000	3776.474250000	34.0	120.0	1.0000	bdf
92	Spectrogram 1	1	3782.160750000	3787.515750000	34.0	120.0	0.9810	bdd
93	Spectrogram 1	1	3814.979250000	3816.024750000	34.0	120.0	0.8537	bdf
94	Spectrogram 1	1	3856.518750000	3858.201750000	34.0	120.0	1.0000	
95	Spectrogram 1	1	3858.686250000	3860.088750000	34.0	120.0	0.8545	
96	Spectrogram 1	1	3929.703750000	3931.106250000	34.0	120.0	0.7818	bdf
97	Spectrogram 1	1	3941.586750000	3942.785250000	34.0	120.0	0.8723	bdf
98	Spectrogram 1	1	3948.828750000	3950.078250000	34.0	120.0	0.9592	
99	Spectrogram 1	1	3951.557250000	3953.189250000	34.0	120.0	0.6719	bdf
100	Spectrogram 1	1	3985.625250000	3987.537750000	34.0	120.0	0.9333	
101	Spectrogram 1	1	4010.079750000	4014.159750000	34.0	120.0	0.9875	bdt
102	Spectrogram 1	1	4057.101750000	4061.870250000	34.0	120.0	1.0000	bdf
103	Spectrogram 1	1	4100.069250000	4101.216750000	34.0	120.0	1.0000	bdf
104	Spectrogram 1	1	4118.021250000	4119.219750000	34.0	120.0	1.0000	bdf
105	Spectrogram 1	1	4157.163750000	4163.411250000	34.0	120.0	1.0000	bdf
106	Spectrogram 1	1	4169.352750000	4170.780750000	34.0	120.0	1.0000	bdf
107	Spectrogram 1	1	4186.437750000	4187.559750000	34.0	120.0	0.9773	bdf
108	Spectrogram 1	1	4205.358750000	4207.296750000	34.0	120.0	0.9605	bdf
109	Spectrogram 1	1	4478.616750000	4482.849750000	34.0	120.0	1.0000	bdf
110	Spectrogram 1	1	4542.876750000	4544.304750000	34.0	120.0	1.0000	bdf
111	Spectrogram 1	1	4590.612750000	4593.749250000	34.0	120.0	1.0000	bdf
112	Spectrogram 1	1	4594.157250000	4595.355750000	34.0	120.0	0.7447	
113	Spectrogram 1	1	4660.865250000	4662.114750000	34.0	120.0	0.9184	
114	Spectrogram 1	1	4683.152250000	4684.376250000	34.0	120.0	1.0000	
115	Spectrogram 1	1	4730.480250000	4731.602250000	34.0	120.0	0.7955	bdf
116	Spectrogram 1	1	4732.112250000	4733.310750000	34.0	120.0	0.8936	
117	Spectrogram 1	1	4769.316750000	4772.274750000	34.0	120.0	0.9483	bdf
118	Spectrogram 1	1	4772.861250000	4774.289250000	34.0	120.0	1.0000	
119	Spectrogram 1	1	4774.646250000	4776.762750000	34.0	120.0	1.0000	
120	Spectrogram 1	1	4821.617250000	4822.866750000	34.0	120.0	1.0000	bdf
121	Spectrogram 1	1	4864.355250000	4867.440750000	34.0	120.0	1.0000	bdf
122	Spectrogram 1	1	4868.282250000	4872.387750000	34.0	120.0	1.0000	
123	Spectrogram 1	1	4875.932250000	4880.088750000	34.0	120.0	0.9693	bdf
124	Spectrogram 1	1	4982.216250000	4983.669750000	34.0	120.0	1.0000	
125	Spectrogram 1	1	5089.137750000	5090.463750000	34.0	120.0	0.8462	bdf
126	Spectrogram 1	1	5103.443250000	5104.794750000	34.0	120.0	0.9057	
127	Spectrogram 1	1	5109.537750000	5110.736250000	34.0	120.0	1.0000	
128	Spectrogram 1	1	5130.524250000	5131.799250000	34.0	120.0	1.0000	
129	Spectrogram 1	1	5164.592250000	5166.045750000	34.0	120.0	0.7018	bdf
130	Spectrogram 1	1	5244.840750000	5245.962750000	34.0	120.0	1.0000	bdf
131	Spectrogram 1	1	5298.849750000	5302.139250000	34.0	120.0	0.8682	bdf
132	Spectrogram 1	1	5395.035750000	5396.361750000	34.0	120.0	0.8269	bdf
133	Spectrogram 1	1	5465.007750000	5466.180750000	34.0	120.0	0.8261	bdf
134	Spectrogram 1	1	5569.634250000	5570.858250000	34.0	120.0	0.9375	bdf
135	Spectrogram 1	1	5606.583750000	5607.654750000	34.0	120.0	1.0000	bdf
136	Spectrogram 1	1	5616.579750000	5617.625250000	34.0	120.0	0.8293	bdf
137	Spectrogram 1	1	5643.431250000	5645.241750000	34.0	120.0	0.9014	bdf
138	Spectrogram 1	1	5737.194750000	5738.342250000	34.0	120.0	0.9111	bdf
139	Spectrogram 1	1	5750.403750000	5752.214250000	34.0	120.0	0.8451	bdf
140	Spectrogram 1	1	5866.352250000	5868.443250000	34.0	120.0	0.9756	bdf
141	Spectrogram 1	1	5876.093250000	5877.521250000	34.0	120.0	0.8036	bdf
142	Spectrogram 1	1	6031.056750000	6032.561250000	34.0	120.0	1.0000	bdf
143	Spectrogram 1	1	6089.757750000	6090.854250000	34.0	120.0	1.0000	bdf
144	Spectrogram 1	1	6164.753250000	6166.665750000	34.0	120.0	0.9200	bdf
145	Spectrogram 1	1	6436.940250000	6438.317250000	34.0	120.0	0.8333	bdf
146	Spectrogram 1	1	6945.945750000	6948.291750000	34.0	120.0	0.8696	bdf
147	Spectrogram 1	1	6976.545750000	6977.667750000	34.0	120.0	0.8409	bdf
148	Spectrogram 1	1	7305.801750000	7307.280750000	34.0	120.0	1.0000	bdf
149	Spectrogram 1	1	7336.860750000	7338.059250000	34.0	120.0	0.8085	
150	Spectrogram 1	1	7460.076750000	7461.326250000	34.0	120.0	1.0000	bdf
151	Spectrogram 1	1	7551.621750000	7553.075250000	34.0	120.0	0.8947	
152	Spectrogram 1	1	7554.656250000	7556.033250000	34.0	120.0	1.0000	
153	Spectrogram 1	1	7556.339250000	7557.410250000	34.0	120.0	0.6429	
154	Spectrogram 1	1	7713.215250000	7716.657750000	34.0	120.0	0.9630	bdf
155	Spectrogram 1	1	7761.716250000	7764.317250000	34.0	120.0	0.9706	bdf
156	Spectrogram 1	1	7765.311750000	7769.315250000	34.0	120.0	0.9554	bdf
157	Spectrogram 1	1	7770.003750000	7771.737750000	34.0	120.0	0.7647	
158	Spectrogram 1	1	7801.496250000	7803.714750000	34.0	120.0	0.8621	
159	Spectrogram 1	1	8132.384250000	8133.531750000	34.0	120.0	0.8222	bdf
160	Spectrogram 1	1	8297.343750000	8299.919250000	34.0	120.0	0.9505	
161	Spectrogram 1	1	8394.855750000	8396.003250000	34.0	120.0	1.0000	
162	Spectrogram 1	1	8396.385750000	8398.553250000	34.0	120.0	1.0000	bdf
163	Spectrogram 1	1	8543.979750000	8545.586250000	34.0	120.0	0.9206	bdf
164	Spectrogram 1	1	8550.788250000	8552.700750000	34.0	120.0	0.9467	
165	Spectrogram 1	1	8597.045250000	8598.167250000	34.0	120.0	0.9318	bdf
166	Spectrogram 1	1	8644.985250000	8646.081750000	34.0	120.0	0.8140	
167	Spectrogram 1	1	8838.989250000	8845.415250000	34.0	120.0	0.9246	bdf
168	Spectrogram 1	1	8890.601250000	8892.003750000	34.0	120.0	0.8727	bdf
169	Spectrogram 1	1	8895.114750000	8896.211250000	34.0	120.0	0.8140	bdf
170	Spectrogram 1	1	9065.046750000	9066.092250000	34.0	120.0	0.6098	bdf
171	Spectrogram 1	1	9216.032250000	9217.409250000	34.0	120.0	0.7778	bdf
172	Spectrogram 1	1	9323.106750000	9324.764250000	34.0	120.0	0.9231	
173	Spectrogram 1	1	9418.323750000	9424.698750000	34.0	120.0	0.9880	
174	Spectrogram 1	1	9428.574750000	9433.088250000	34.0	120.0	0.8983	
175	Spectrogram 1	1	9444.435750000	9446.450250000	34.0	120.0	1.0000	
176	Spectrogram 1	1	9447.087750000	9448.362750000	34.0	120.0	0.7800	
177	Spectrogram 1	1	9544.242750000	9545.262750000	34.0	120.0	0.7000	bdf
178	Spectrogram 1	1	9567.345750000	9570.558750000	34.0	120.0	1.0000	
179	Spectrogram 1	1	9692.448750000	9693.851250000	34.0	120.0	0.9273	bdf
180	Spectrogram 1	1	9731.234250000	9734.268750000	34.0	120.0	0.9328	bdf
181	Spectrogram 1	1	9786.314250000	9789.297750000	34.0	120.0	0.9145	bdf
182	Spectrogram 1	1	9798.732750000	9800.747250000	34.0	120.0	0.8987	
183	Spectrogram 1	1	9850.727250000	9854.220750000	34.0	120.0	0.8905	bdf
184	Spectrogram 1	1	9892.521750000	9894.179250000	34.0	120.0	0.9692	bdf
185	Spectrogram 1	1	9947.499750000	9952.931250000	34.0	120.0	0.8357	bdf
186	Spectrogram 1	1	9998.270250000	10004.186250000	34.0	120.0	0.9267	bdf
187	Spectrogram 1	1	10008.342750000	10012.703250000	34.0	120.0	0.9357	bdt
188	Spectrogram 1	1	10041.951750000	10044.068250000	34.0	120.0	0.9036	
189	Spectrogram 1	1	10050.060750000	10052.559750000	34.0	120.0	1.0000	bdt
190	Spectrogram 1	1	10055.441250000	10058.399250000	34.0	120.0	0.9310	bdt
191	Spectrogram 1	1	10078.212750000	10079.742750000	34.0	120.0	0.8167	
192	Spectrogram 1	1	10087.163250000	10090.197750000	34.0	120.0	1.0000	bdt
193	Spectrogram 1	1	10168.023750000	10169.681250000	34.0	120.0	1.0000	bdf
194	Spectrogram 1	1	10208.237250000	10209.384750000	34.0	120.0	0.8222	bdf
195	Spectrogram 1	1	10337.139750000	10339.077750000	34.0	120.0	0.8947	
196	Spectrogram 1	1	10340.403750000	10342.010250000	34.0	120.0	0.9206	
197	Spectrogram 1	1	10342.979250000	10344.177750000	34.0	120.0	0.7234	
198	Spectrogram 1	1	10396.376250000	10397.472750000	34.0	120.0	0.7907	bdf
199	Spectrogram 1	1	10466.475750000	10467.521250000	34.0	120.0	0.8049	bdf
200	Spectrogram 1	1	10479.557250000	10481.546250000	34.0	120.0	0.8974	
201	Spectrogram 1	1	10528.313250000	10530.506250000	34.0	120.0	1.0000	bdf
202	Spectrogram 1	1	10531.832250000	10537.212750000	34.0	120.0	1.0000	
203	Spectrogram 1	1	10610.474250000	10611.494250000	34.0	120.0	0.7250	bdf
204	Spectrogram 1	1	10682.511750000	10683.633750000	34.0	120.0	1.0000	bdf
205	Spectrogram 1	1	10689.957750000	10692.737250000	34.0	120.0	1.0000	
206	Spectrogram 1	1	10710.740250000	10714.106250000	34.0	120.0	1.0000	bdf
207	Spectrogram 1	1	10749.780750000	10751.106750000	34.0	120.0	1.0000	
208	Spectrogram 1	1	10809.858750000	10811.286750000	34.0	120.0	1.0000	bdf
209	Spectrogram 1	1	10812.791250000	10815.851250000	34.0	120.0	1.0000	bdf
210	Spectrogram 1	1	10822.098750000	10823.526750000	34.0	120.0	1.0000	
211	Spectrogram 1	1	10824.929250000	10828.448250000	34.0	120.0	0.8696	bdf
212	Spectrogram 1	1	10848.669750000	10851.959250000	34.0	120.0	1.0000	bdf
213	Spectrogram 1	1	10858.385250000	10862.184750000	34.0	120.0	1.0000	bdt
214	Spectrogram 1	1	10872.486750000	10874.450250000	34.0	120.0	0.8961	bdf
215	Spectrogram 1	1	10878.071250000	10879.907250000	34.0	120.0	0.9306	
216	Spectrogram 1	1	10888.271250000	10891.509750000	34.0	120.0	0.9764	
217	Spectrogram 1	1	11074.982250000	11080.056750000	34.0	120.0	0.9548	bdf
218	Spectrogram 1	1	11081.714250000	11084.315250000	34.0	120.0	0.8333	
219	Spectrogram 1	1	11118.587250000	11121.596250000	34.0	120.0	1.0000	
220	Spectrogram 1	1	11125.115250000	11128.455750000	34.0	120.0	0.9237	
221	Spectrogram 1	1	11177.772750000	11179.124250000	34.0	120.0	0.8679	
222	Spectrogram 1	1	11180.526750000	11187.309750000	34.0	120.0	0.9398	bdf
223	Spectrogram 1	1	11225.508750000	11226.554250000	34.0	120.0	1.0000	
224	Spectrogram 1	1	11241.573750000	11243.562750000	34.0	120.0	0.8462	bdf
225	Spectrogram 1	1	11269.266750000	11270.465250000	34.0	120.0	0.9362	
226	Spectrogram 1	1	11272.734750000	11275.692750000	34.0	120.0	0.9914	
227	Spectrogram 1	1	11318.150250000	11320.980750000	34.0	120.0	1.0000	bdf
228	Spectrogram 1	1	11321.516250000	11323.887750000	34.0	120.0	0.9677	
229	Spectrogram 1	1	11413.265250000	11415.177750000	34.0	120.0	0.9600	bdf
230	Spectrogram 1	1	11417.982750000	11420.175750000	34.0	120.0	0.6163	bdf
231	Spectrogram 1	1	11451.923250000	11456.972250000	34.0	120.0	1.0000	
232	Spectrogram 1	1	11463.372750000	11465.514750000	34.0	120.0	1.0000	
233	Spectrogram 1	1	11488.235250000	11492.697750000	34.0	120.0	0.9200	bdf
234	Spectrogram 1	1	11605.025250000	11608.263750000	34.0	120.0	1.0000	bdf
235	Spectrogram 1	1	11610.023250000	11611.782750000	34.0	120.0	0.7826	bdf
236	Spectrogram 1	1	11755.245750000	11756.597250000	34.0	120.0	0.6981	bdf
237	Spectrogram 1	1	11763.635250000	11764.757250000	34.0	120.0	0.6364	bdf
238	Spectrogram 1	1	11824.656750000	11826.008250000	34.0	120.0	0.7170	bdf
239	Spectrogram 1	1	11841.741750000	11846.408250000	34.0	120.0	0.9781	bdf
240	Spectrogram 1	1	11871.831750000	11873.769750000	34.0	120.0	0.6711	bdf
241	Spectrogram 1	1	11944.200750000	11945.985750000	34.0	120.0	0.9000	bdf
242	Spectrogram 1	1	11960.571750000	11961.821250000	34.0	120.0	0.9184	bdf
243	Spectrogram 1	1	11987.780250000	11989.310250000	34.0	120.0	0.7167	bdf
244	Spectrogram 1	1	12068.054250000	12072.899250000	34.0	120.0	0.9368	bdf
245	Spectrogram 1	1	12296.355750000	12301.736250000	34.0	120.0	0.9336	bdf
246	Spectrogram 1	1	12302.016750000	12303.164250000	34.0	120.0	0.8222	
247	Spectrogram 1	1	12334.350750000	12335.702250000	34.0	120.0	0.7170	bdf
248	Spectrogram 1	1	12408.683250000	12409.830750000	34.0	120.0	0.7778	bdf
249	Spectrogram 1	1	12423.192750000	12424.544250000	34.0	120.0	0.6226	bdf
250	Spectrogram 1	1	12499.208250000	12500.483250000	34.0	120.0	0.8000	bdf
251	Spectrogram 1	1	12545.337750000	12546.714750000	34.0	120.0	0.5370	bdf
252	Spectrogram 1	1	12667.457250000	12668.885250000	34.0	120.0	0.8750	
253	Spectrogram 1	1	12677.453250000	12682.094250000	34.0	120.0	0.7747	bdf
254	Spectrogram 1	1	12745.844250000	12747.629250000	34.0	120.0	0.6571	
255	Spectrogram 1	1	12772.211250000	12774.965250000	34.0	120.0	0.5926	bdf
256	Spectrogram 1	1	12859.268250000	12860.390250000	34.0	120.0	0.8409	bdf
257	Spectrogram 1	1	13025.885250000	13027.313250000	34.0	120.0	0.7143	bdf
258	Spectrogram 1	1	13065.206250000	13066.404750000	34.0	120.0	0.7021	bdf
259	Spectrogram 1	1	13078.415250000	13080.047250000	34.0	120.0	0.8750	bdf
260	Spectrogram 1	1	13173.504750000	13179.905250000	34.0	120.0	1.0000	bdf
261	Spectrogram 1	1	13180.593750000	13183.934250000	34.0	120.0	0.9618	
262	Spectrogram 1	1	13293.329250000	13296.950250000	34.0	120.0	0.8732	
263	Spectrogram 1	1	13301.030250000	13306.104750000	34.0	120.0	1.0000	bdt
264	Spectrogram 1	1	13355.880750000	13357.053750000	34.0	120.0	0.7609	bdf
265	Spectrogram 1	1	13404.458250000	13405.886250000	34.0	120.0	0.7500	bdf
266	Spectrogram 1	1	13506.254250000	13508.778750000	34.0	120.0	1.0000	
267	Spectrogram 1	1	13510.206750000	13511.226750000	34.0	120.0	1.0000	
268	Spectrogram 1	1	13511.558250000	13515.995250000	34.0	120.0	1.0000	bdf
269	Spectrogram 1	1	13553.607750000	13559.931750000	34.0	120.0	0.9798	
270	Spectrogram 1	1	13563.272250000	13568.066250000	34.0	120.0	0.9840	
271	Spectrogram 1	1	13593.846750000	13596.473250000	34.0	120.0	0.8447	
272	Spectrogram 1	1	13641.710250000	13648.110750000	34.0	120.0	1.0000	bdf
273	Spectrogram 1	1	13698.422250000	13703.700750000	34.0	120.0	0.9517	
274	Spectrogram 1	1	13712.957250000	13719.714750000	34.0	120.0	0.9774	bdt
275	Spectrogram 1	1	13727.441250000	13731.393750000	34.0	120.0	0.9613	bdt
276	Spectrogram 1	1	13747.535250000	13751.972250000	34.0	120.0	1.0000	bdt
277	Spectrogram 1	1	13791.114750000	13792.262250000	34.0	120.0	0.8667	
278	Spectrogram 1	1	13819.445250000	13822.530750000	34.0	120.0	0.9752	bdt
279	Spectrogram 1	1	13917.339750000	13920.527250000	34.0	120.0	0.9200	bdf
280	Spectrogram 1	1	13969.869750000	13976.091750000	34.0	120.0	0.9631	bdf
281	Spectrogram 1	1	13987.694250000	13988.714250000	34.0	120.0	1.0000	
282	Spectrogram 1	1	14077.607250000	14078.678250000	34.0	120.0	1.0000	bdf
283	Spectrogram 1	1	14109.380250000	14110.731750000	34.0	120.0	0.8302	
284	Spectrogram 1	1	14111.165250000	14115.372750000	34.0	120.0	0.8848	
285	Spectrogram 1	1	14119.809750000	14124.476250000	34.0	120.0	1.0000	bdt
286	Spectrogram 1	1	14133.069750000	14135.135250000	34.0	120.0	1.0000	bdt
287	Spectrogram 1	1	14138.858250000	14142.504750000	34.0	120.0	0.9441	bdt
288	Spectrogram 1	1	14157.243750000	14162.088750000	34.0	120.0	1.0000	bdt
289	Spectrogram 1	1	14162.445750000	14163.618750000	34.0	120.0	0.8261	
290	Spectrogram 1	1	14184.605250000	14187.639750000	34.0	120.0	1.0000	
291	Spectrogram 1	1	14193.377250000	14198.298750000	34.0	120.0	0.9637	bdt
292	Spectrogram 1	1	14217.653250000	14219.055750000	34.0	120.0	0.7273	
293	Spectrogram 1	1	14223.059250000	14227.649250000	34.0	120.0	0.9278	bdt
294	Spectrogram 1	1	14244.147750000	14248.992750000	34.0	120.0	1.0000	bdf
295	Spectrogram 1	1	14257.994250000	14262.839250000	34.0	120.0	1.0000	bdt
296	Spectrogram 1	1	14289.410250000	14295.020250000	34.0	120.0	0.9727	bdt
297	Spectrogram 1	1	14324.727750000	14326.104750000	34.0	120.0	0.7037	bdf
298	Spectrogram 1	1	14383.556250000	14385.315750000	34.0	120.0	0.6812	
299	Spectrogram 1	1	14391.996750000	14396.459250000	34.0	120.0	1.0000	bdt
300	Spectrogram 1	1	14398.473750000	14400.819750000	34.0	120.0	1.0000	
301	Spectrogram 1	1	14406.531750000	14408.699250000	34.0	120.0	0.9294	
302	Spectrogram 1	1	14489.381250000	14490.758250000	34.0	120.0	0.8704	
303	Spectrogram 1	1	14499.861750000	14500.958250000	34.0	120.0	0.8605	
304	Spectrogram 1	1	14511.591750000	14512.688250000	34.0	120.0	0.7442	
305	Spectrogram 1	1	14532.272250000	14533.394250000	34.0	120.0	0.8182	bdf
306	Spectrogram 1	1	14628.177750000	14629.937250000	34.0	120.0	1.0000	bdf
307	Spectrogram 1	1	14644.752750000	14645.798250000	34.0	120.0	1.0000	bdf
308	Spectrogram 1	1	14706.488250000	14707.814250000	34.0	120.0	0.8846	bdf
309	Spectrogram 1	1	14761.389750000	14762.409750000	34.0	120.0	0.9000	bdf
310	Spectrogram 1	1	14828.174250000	14829.219750000	34.0	120.0	0.8049	bdf
311	Spectrogram 1	1	14857.244250000	14859.156750000	34.0	120.0	0.8800	bdf
312	Spectrogram 1	1	14992.164750000	14994.026250000	34.0	120.0	0.7945	
313	Spectrogram 1	1	15007.974750000	15010.422750000	34.0	120.0	1.0000	
314	Spectrogram 1	1	15069.200250000	15070.271250000	34.0	120.0	0.6905	bdf
315	Spectrogram 1	1	15091.410750000	15093.195750000	34.0	120.0	0.9429	
316	Spectrogram 1	1	15124.764750000	15125.835750000	34.0	120.0	0.9048	bdf
317	Spectrogram 1	1	15157.532250000	15158.679750000	34.0	120.0	0.9333	
318	Spectrogram 1	1	15169.313250000	15170.333250000	34.0	120.0	0.7000	
319	Spectrogram 1	1	15195.935250000	15198.102750000	34.0	120.0	0.9412	
320	Spectrogram 1	1	15214.473750000	15215.901750000	34.0	120.0	1.0000	
321	Spectrogram 1	1	15244.002750000	15246.450750000	34.0	120.0	1.0000	
322	Spectrogram 1	1	15293.192250000	15294.237750000	34.0	120.0	1.0000	
323	Spectrogram 1	1	15298.878750000	15300.281250000	34.0	120.0	0.8000	
324	Spectrogram 1	1	15314.153250000	15316.601250000	34.0	120.0	1.0000	
